fight,subject,pressure,star,seed,subject_side,side,formation,instance,unit_id,cost,copies,purchase_gold,local_col,local_row,combat_col,combat_row,initiative,max_health,basic_damage,armor,resistance,basic_bonus_bp,skill_bonus_bp,all_bonus_bp,rate_bonus_bp,support_bonus_bp,movement_bonus_bp
103,Elin_Elf4,Warrior4_frontline,1,4409,0,1,Warrior4_frontline,217055233,wc_u_human_warrior,2,1,2,2,3,5,4,7,98000,7200,25,15,3000,0,0,0,0,0
103,Elin_Elf4,Warrior4_frontline,1,4409,0,1,Warrior4_frontline,217055234,wc_u_dwarf_warrior,2,1,2,4,3,3,4,11,100000,7000,25,15,3000,0,0,0,0,0
103,Elin_Elf4,Warrior4_frontline,1,4409,0,1,Warrior4_frontline,217055235,wc_u_orc_warrior,1,1,1,5,3,2,4,1,95000,6400,20,15,3000,0,0,0,0,0
103,Elin_Elf4,Warrior4_frontline,1,4409,0,1,Warrior4_frontline,217055236,wc_u_halfling_warrior,1,1,1,6,3,1,4,4,76000,5400,20,10,3000,0,0,0,0,0
103,Elin_Elf4,Warrior4_frontline,1,4409,0,1,Warrior4_frontline,217055237,wc_u_dragonkin_guardian,3,1,3,3,3,4,4,8,118000,4800,30,30,0,0,0,0,0,0
103,Elin_Elf4,Warrior4_frontline,1,4409,0,1,Warrior4_frontline,217055238,wc_u_elf_mage,3,1,3,3,1,4,6,6,69000,4800,8,30,0,0,0,0,0,0
104,Elin_Elf4,Warrior4_frontline,1,4409,1,0,Warrior4_frontline,218103809,wc_u_human_warrior,2,1,2,2,3,2,3,2,98000,7200,25,15,3000,0,0,0,0,0
104,Elin_Elf4,Warrior4_frontline,1,4409,1,0,Warrior4_frontline,218103810,wc_u_dwarf_warrior,2,1,2,4,3,4,3,9,100000,7000,25,15,3000,0,0,0,0,0
104,Elin_Elf4,Warrior4_frontline,1,4409,1,0,Warrior4_frontline,218103811,wc_u_orc_warrior,1,1,1,5,3,5,3,3,95000,6400,20,15,3000,0,0,0,0,0
104,Elin_Elf4,Warrior4_frontline,1,4409,1,0,Warrior4_frontline,218103812,wc_u_halfling_warrior,1,1,1,6,3,6,3,0,76000,5400,20,10,3000,0,0,0,0,0
104,Elin_Elf4,Warrior4_frontline,1,4409,1,0,Warrior4_frontline,218103813,wc_u_dragonkin_guardian,3,1,3,3,3,3,3,5,118000,4800,30,30,0,0,0,0,0,0
104,Elin_Elf4,Warrior4_frontline,1,4409,1,0,Warrior4_frontline,218103814,wc_u_elf_mage,3,1,3,3,1,3,1,10,69000,4800,8,30,0,0,0,0,0,0
104,Elin_Elf4,Warrior4_frontline,1,4409,1,1,Elin_Elf4,219152385,wc_u_human_guardian,1,1,1,3,3,4,4,7,105000,4800,50,15,0,0,0,0,0,0
104,Elin_Elf4,Warrior4_frontline,1,4409,1,1,Elin_Elf4,219152386,wc_u_orc_guardian,2,1,2,4,3,3,4,11,112000,4500,45,20,0,0,0,0,0,0
104,Elin_Elf4,Warrior4_frontline,1,4409,1,1,Elin_Elf4,219152387,wc_u_elf_rogue,3,1,3,1,3,6,4,1,79000,7400,18,12,0,0,0,2000,0,0
104,Elin_Elf4,Warrior4_frontline,1,4409,1,1,Elin_Elf4,219152388,wc_u_elf_priest,2,1,2,3,2,4,5,4,70000,3500,10,25,0,0,0,2000,0,0
104,Elin_Elf4,Warrior4_frontline,1,4409,1,1,Elin_Elf4,219152389,wc_u_elf_ranger,1,1,1,2,1,5,6,8,67000,6000,10,10,0,0,0,2000,0,0
104,Elin_Elf4,Warrior4_frontline,1,4409,1,1,Elin_Elf4,219152390,wc_u_elf_mage,3,1,3,5,1,2,6,6,69000,4800,8,30,0,0,0,2000,0,0
105,Elin_Elf4,Warrior4_frontline,2,1103,0,0,Elin_Elf4,220200961,wc_u_human_guardian,1,3,3,3,3,3,3,4,189000,8640,50,15,0,0,0,0,0,0
105,Elin_Elf4,Warrior4_frontline,2,1103,0,0,Elin_Elf4,220200962,wc_u_orc_guardian,2,3,6,4,3,4,3,8,201600,8100,45,20,0,0,0,0,0,0
105,Elin_Elf4,Warrior4_frontline,2,1103,0,0,Elin_Elf4,220200963,wc_u_elf_rogue,3,3,9,1,3,1,3,9,142200,13320,18,12,0,0,0,2000,0,0
105,Elin_Elf4,Warrior4_frontline,2,1103,0,0,Elin_Elf4,220200964,wc_u_elf_priest,2,3,6,3,2,3,2,7,126000,6300,10,25,0,0,0,2000,0,0
105,Elin_Elf4,Warrior4_frontline,2,1103,0,0,Elin_Elf4,220200965,wc_u_elf_ranger,1,3,3,2,1,2,1,0,120600,10800,10,10,0,0,0,2000,0,0
105,Elin_Elf4,Warrior4_frontline,2,1103,0,0,Elin_Elf4,220200966,wc_u_elf_mage,3,3,9,5,1,5,1,6,124200,8640,8,30,0,0,0,2000,0,0
105,Elin_Elf4,Warrior4_frontline,2,1103,0,1,Warrior4_frontline,221249537,wc_u_human_warrior,2,3,6,2,3,5,4,1,176400,12960,25,15,3000,0,0,0,0,0
105,Elin_Elf4,Warrior4_frontline,2,1103,0,1,Warrior4_frontline,221249538,wc_u_dwarf_warrior,2,3,6,4,3,3,4,10,180000,12600,25,15,3000,0,0,0,0,0
105,Elin_Elf4,Warrior4_frontline,2,1103,0,1,Warrior4_frontline,221249539,wc_u_orc_warrior,1,3,3,5,3,2,4,3,171000,11520,20,15,3000,0,0,0,0,0
105,Elin_Elf4,Warrior4_frontline,2,1103,0,1,Warrior4_frontline,221249540,wc_u_halfling_warrior,1,3,3,6,3,1,4,11,136800,9720,20,10,3000,0,0,0,0,0
105,Elin_Elf4,Warrior4_frontline,2,1103,0,1,Warrior4_frontline,221249541,wc_u_dragonkin_guardian,3,3,9,3,3,4,4,2,212400,8640,30,30,0,0,0,0,0,0
105,Elin_Elf4,Warrior4_frontline,2,1103,0,1,Warrior4_frontline,221249542,wc_u_elf_mage,3,3,9,3,1,4,6,5,124200,8640,8,30,0,0,0,0,0,0
106,Elin_Elf4,Warrior4_frontline,2,1103,1,0,Warrior4_frontline,222298113,wc_u_human_warrior,2,3,6,2,3,2,3,4,176400,12960,25,15,3000,0,0,0,0,0
106,Elin_Elf4,Warrior4_frontline,2,1103,1,0,Warrior4_frontline,222298114,wc_u_dwarf_warrior,2,3,6,4,3,4,3,8,180000,12600,25,15,3000,0,0,0,0,0
106,Elin_Elf4,Warrior4_frontline,2,1103,1,0,Warrior4_frontline,222298115,wc_u_orc_warrior,1,3,3,5,3,5,3,9,171000,11520,20,15,3000,0,0,0,0,0
106,Elin_Elf4,Warrior4_frontline,2,1103,1,0,Warrior4_frontline,222298116,wc_u_halfling_warrior,1,3,3,6,3,6,3,7,136800,9720,20,10,3000,0,0,0,0,0
106,Elin_Elf4,Warrior4_frontline,2,1103,1,0,Warrior4_frontline,222298117,wc_u_dragonkin_guardian,3,3,9,3,3,3,3,0,212400,8640,30,30,0,0,0,0,0,0
106,Elin_Elf4,Warrior4_frontline,2,1103,1,0,Warrior4_frontline,222298118,wc_u_elf_mage,3,3,9,3,1,3,1,6,124200,8640,8,30,0,0,0,0,0,0
106,Elin_Elf4,Warrior4_frontline,2,1103,1,1,Elin_Elf4,223346689,wc_u_human_guardian,1,3,3,3,3,4,4,1,189000,8640,50,15,0,0,0,0,0,0
106,Elin_Elf4,Warrior4_frontline,2,1103,1,1,Elin_Elf4,223346690,wc_u_orc_guardian,2,3,6,4,3,3,4,10,201600,8100,45,20,0,0,0,0,0,0
106,Elin_Elf4,Warrior4_frontline,2,1103,1,1,Elin_Elf4,223346691,wc_u_elf_rogue,3,3,9,1,3,6,4,3,142200,13320,18,12,0,0,0,2000,0,0
106,Elin_Elf4,Warrior4_frontline,2,1103,1,1,Elin_Elf4,223346692,wc_u_elf_priest,2,3,6,3,2,4,5,11,126000,6300,10,25,0,0,0,2000,0,0
106,Elin_Elf4,Warrior4_frontline,2,1103,1,1,Elin_Elf4,223346693,wc_u_elf_ranger,1,3,3,2,1,5,6,2,120600,10800,10,10,0,0,0,2000,0,0
106,Elin_Elf4,Warrior4_frontline,2,1103,1,1,Elin_Elf4,223346694,wc_u_elf_mage,3,3,9,5,1,2,6,5,124200,8640,8,30,0,0,0,2000,0,0
107,Elin_Elf4,Warrior4_frontline,2,2207,0,0,Elin_Elf4,224395265,wc_u_human_guardian,1,3,3,3,3,3,3,7,189000,8640,50,15,0,0,0,0,0,0
107,Elin_Elf4,Warrior4_frontline,2,2207,0,0,Elin_Elf4,224395266,wc_u_orc_guardian,2,3,6,4,3,4,3,11,201600,8100,45,20,0,0,0,0,0,0
107,Elin_Elf4,Warrior4_frontline,2,2207,0,0,Elin_Elf4,224395267,wc_u_elf_rogue,3,3,9,1,3,1,3,5,142200,13320,18,12,0,0,0,2000,0,0
107,Elin_Elf4,Warrior4_frontline,2,2207,0,0,Elin_Elf4,224395268,wc_u_elf_priest,2,3,6,3,2,3,2,8,126000,6300,10,25,0,0,0,2000,0,0
107,Elin_Elf4,Warrior4_frontline,2,2207,0,0,Elin_Elf4,224395269,wc_u_elf_ranger,1,3,3,2,1,2,1,1,120600,10800,10,10,0,0,0,2000,0,0
107,Elin_Elf4,Warrior4_frontline,2,2207,0,0,Elin_Elf4,224395270,wc_u_elf_mage,3,3,9,5,1,5,1,0,124200,8640,8,30,0,0,0,2000,0,0
107,Elin_Elf4,Warrior4_frontline,2,2207,0,1,Warrior4_frontline,225443841,wc_u_human_warrior,2,3,6,2,3,5,4,10,176400,12960,25,15,3000,0,0,0,0,0
107,Elin_Elf4,Warrior4_frontline,2,2207,0,1,Warrior4_frontline,225443842,wc_u_dwarf_warrior,2,3,6,4,3,3,4,6,180000,12600,25,15,3000,0,0,0,0,0
107,Elin_Elf4,Warrior4_frontline,2,2207,0,1,Warrior4_frontline,225443843,wc_u_orc_warrior,1,3,3,5,3,2,4,2,171000,11520,20,15,3000,0,0,0,0,0
107,Elin_Elf4,Warrior4_frontline,2,2207,0,1,Warrior4_frontline,225443844,wc_u_halfling_warrior,1,3,3,6,3,1,4,9,136800,9720,20,10,3000,0,0,0,0,0
107,Elin_Elf4,Warrior4_frontline,2,2207,0,1,Warrior4_frontline,225443845,wc_u_dragonkin_guardian,3,3,9,3,3,4,4,4,212400,8640,30,30,0,0,0,0,0,0
107,Elin_Elf4,Warrior4_frontline,2,2207,0,1,Warrior4_frontline,225443846,wc_u_elf_mage,3,3,9,3,1,4,6,3,124200,8640,8,30,0,0,0,0,0,0
108,Elin_Elf4,Warrior4_frontline,2,2207,1,0,Warrior4_frontline,226492417,wc_u_human_warrior,2,3,6,2,3,2,3,7,176400,12960,25,15,3000,0,0,0,0,0
108,Elin_Elf4,Warrior4_frontline,2,2207,1,0,Warrior4_frontline,226492418,wc_u_dwarf_warrior,2,3,6,4,3,4,3,11,180000,12600,25,15,3000,0,0,0,0,0
108,Elin_Elf4,Warrior4_frontline,2,2207,1,0,Warrior4_frontline,226492419,wc_u_orc_warrior,1,3,3,5,3,5,3,5,171000,11520,20,15,3000,0,0,0,0,0
108,Elin_Elf4,Warrior4_frontline,2,2207,1,0,Warrior4_frontline,226492420,wc_u_halfling_warrior,1,3,3,6,3,6,3,8,136800,9720,20,10,3000,0,0,0,0,0
108,Elin_Elf4,Warrior4_frontline,2,2207,1,0,Warrior4_frontline,226492421,wc_u_dragonkin_guardian,3,3,9,3,3,3,3,1,212400,8640,30,30,0,0,0,0,0,0
108,Elin_Elf4,Warrior4_frontline,2,2207,1,0,Warrior4_frontline,226492422,wc_u_elf_mage,3,3,9,3,1,3,1,0,124200,8640,8,30,0,0,0,0,0,0
108,Elin_Elf4,Warrior4_frontline,2,2207,1,1,Elin_Elf4,227540993,wc_u_human_guardian,1,3,3,3,3,4,4,10,189000,8640,50,15,0,0,0,0,0,0
108,Elin_Elf4,Warrior4_frontline,2,2207,1,1,Elin_Elf4,227540994,wc_u_orc_guardian,2,3,6,4,3,3,4,6,201600,8100,45,20,0,0,0,0,0,0
108,Elin_Elf4,Warrior4_frontline,2,2207,1,1,Elin_Elf4,227540995,wc_u_elf_rogue,3,3,9,1,3,6,4,2,142200,13320,18,12,0,0,0,2000,0,0
108,Elin_Elf4,Warrior4_frontline,2,2207,1,1,Elin_Elf4,227540996,wc_u_elf_priest,2,3,6,3,2,4,5,9,126000,6300,10,25,0,0,0,2000,0,0
108,Elin_Elf4,Warrior4_frontline,2,2207,1,1,Elin_Elf4,227540997,wc_u_elf_ranger,1,3,3,2,1,5,6,4,120600,10800,10,10,0,0,0,2000,0,0
108,Elin_Elf4,Warrior4_frontline,2,2207,1,1,Elin_Elf4,227540998,wc_u_elf_mage,3,3,9,5,1,2,6,3,124200,8640,8,30,0,0,0,2000,0,0
109,Elin_Elf4,Warrior4_frontline,2,3301,0,0,Elin_Elf4,228589569,wc_u_human_guardian,1,3,3,3,3,3,3,1,189000,8640,50,15,0,0,0,0,0,0
109,Elin_Elf4,Warrior4_frontline,2,3301,0,0,Elin_Elf4,228589570,wc_u_orc_guardian,2,3,6,4,3,4,3,9,201600,8100,45,20,0,0,0,0,0,0
109,Elin_Elf4,Warrior4_frontline,2,3301,0,0,Elin_Elf4,228589571,wc_u_elf_rogue,3,3,9,1,3,1,3,10,142200,13320,18,12,0,0,0,2000,0,0
109,Elin_Elf4,Warrior4_frontline,2,3301,0,0,Elin_Elf4,228589572,wc_u_elf_priest,2,3,6,3,2,3,2,0,126000,6300,10,25,0,0,0,2000,0,0
109,Elin_Elf4,Warrior4_frontline,2,3301,0,0,Elin_Elf4,228589573,wc_u_elf_ranger,1,3,3,2,1,2,1,7,120600,10800,10,10,0,0,0,2000,0,0
109,Elin_Elf4,Warrior4_frontline,2,3301,0,0,Elin_Elf4,228589574,wc_u_elf_mage,3,3,9,5,1,5,1,3,124200,8640,8,30,0,0,0,2000,0,0
109,Elin_Elf4,Warrior4_frontline,2,3301,0,1,Warrior4_frontline,229638145,wc_u_human_warrior,2,3,6,2,3,5,4,4,176400,12960,25,15,3000,0,0,0,0,0
109,Elin_Elf4,Warrior4_frontline,2,3301,0,1,Warrior4_frontline,229638146,wc_u_dwarf_warrior,2,3,6,4,3,3,4,5,180000,12600,25,15,3000,0,0,0,0,0
109,Elin_Elf4,Warrior4_frontline,2,3301,0,1,Warrior4_frontline,229638147,wc_u_orc_warrior,1,3,3,5,3,2,4,8,171000,11520,20,15,3000,0,0,0,0,0
109,Elin_Elf4,Warrior4_frontline,2,3301,0,1,Warrior4_frontline,229638148,wc_u_halfling_warrior,1,3,3,6,3,1,4,2,136800,9720,20,10,3000,0,0,0,0,0
109,Elin_Elf4,Warrior4_frontline,2,3301,0,1,Warrior4_frontline,229638149,wc_u_dragonkin_guardian,3,3,9,3,3,4,4,6,212400,8640,30,30,0,0,0,0,0,0
109,Elin_Elf4,Warrior4_frontline,2,3301,0,1,Warrior4_frontline,229638150,wc_u_elf_mage,3,3,9,3,1,4,6,11,124200,8640,8,30,0,0,0,0,0,0
110,Elin_Elf4,Warrior4_frontline,2,3301,1,0,Warrior4_frontline,230686721,wc_u_human_warrior,2,3,6,2,3,2,3,1,176400,12960,25,15,3000,0,0,0,0,0
110,Elin_Elf4,Warrior4_frontline,2,3301,1,0,Warrior4_frontline,230686722,wc_u_dwarf_warrior,2,3,6,4,3,4,3,9,180000,12600,25,15,3000,0,0,0,0,0
110,Elin_Elf4,Warrior4_frontline,2,3301,1,0,Warrior4_frontline,230686723,wc_u_orc_warrior,1,3,3,5,3,5,3,10,171000,11520,20,15,3000,0,0,0,0,0
110,Elin_Elf4,Warrior4_frontline,2,3301,1,0,Warrior4_frontline,230686724,wc_u_halfling_warrior,1,3,3,6,3,6,3,0,136800,9720,20,10,3000,0,0,0,0,0
110,Elin_Elf4,Warrior4_frontline,2,3301,1,0,Warrior4_frontline,230686725,wc_u_dragonkin_guardian,3,3,9,3,3,3,3,7,212400,8640,30,30,0,0,0,0,0,0
110,Elin_Elf4,Warrior4_frontline,2,3301,1,0,Warrior4_frontline,230686726,wc_u_elf_mage,3,3,9,3,1,3,1,3,124200,8640,8,30,0,0,0,0,0,0
110,Elin_Elf4,Warrior4_frontline,2,3301,1,1,Elin_Elf4,231735297,wc_u_human_guardian,1,3,3,3,3,4,4,4,189000,8640,50,15,0,0,0,0,0,0
110,Elin_Elf4,Warrior4_frontline,2,3301,1,1,Elin_Elf4,231735298,wc_u_orc_guardian,2,3,6,4,3,3,4,5,201600,8100,45,20,0,0,0,0,0,0
110,Elin_Elf4,Warrior4_frontline,2,3301,1,1,Elin_Elf4,231735299,wc_u_elf_rogue,3,3,9,1,3,6,4,8,142200,13320,18,12,0,0,0,2000,0,0
110,Elin_Elf4,Warrior4_frontline,2,3301,1,1,Elin_Elf4,231735300,wc_u_elf_priest,2,3,6,3,2,4,5,2,126000,6300,10,25,0,0,0,2000,0,0
110,Elin_Elf4,Warrior4_frontline,2,3301,1,1,Elin_Elf4,231735301,wc_u_elf_ranger,1,3,3,2,1,5,6,6,120600,10800,10,10,0,0,0,2000,0,0
110,Elin_Elf4,Warrior4_frontline,2,3301,1,1,Elin_Elf4,231735302,wc_u_elf_mage,3,3,9,5,1,2,6,11,124200,8640,8,30,0,0,0,2000,0,0
111,Elin_Elf4,Warrior4_frontline,2,4409,0,0,Elin_Elf4,232783873,wc_u_human_guardian,1,3,3,3,3,3,3,2,189000,8640,50,15,0,0,0,0,0,0
111,Elin_Elf4,Warrior4_frontline,2,4409,0,0,Elin_Elf4,232783874,wc_u_orc_guardian,2,3,6,4,3,4,3,9,201600,8100,45,20,0,0,0,0,0,0
111,Elin_Elf4,Warrior4_frontline,2,4409,0,0,Elin_Elf4,232783875,wc_u_elf_rogue,3,3,9,1,3,1,3,3,142200,13320,18,12,0,0,0,2000,0,0
111,Elin_Elf4,Warrior4_frontline,2,4409,0,0,Elin_Elf4,232783876,wc_u_elf_priest,2,3,6,3,2,3,2,0,126000,6300,10,25,0,0,0,2000,0,0
111,Elin_Elf4,Warrior4_frontline,2,4409,0,0,Elin_Elf4,232783877,wc_u_elf_ranger,1,3,3,2,1,2,1,5,120600,10800,10,10,0,0,0,2000,0,0
111,Elin_Elf4,Warrior4_frontline,2,4409,0,0,Elin_Elf4,232783878,wc_u_elf_mage,3,3,9,5,1,5,1,10,124200,8640,8,30,0,0,0,2000,0,0
111,Elin_Elf4,Warrior4_frontline,2,4409,0,1,Warrior4_frontline,233832449,wc_u_human_warrior,2,3,6,2,3,5,4,7,176400,12960,25,15,3000,0,0,0,0,0
111,Elin_Elf4,Warrior4_frontline,2,4409,0,1,Warrior4_frontline,233832450,wc_u_dwarf_warrior,2,3,6,4,3,3,4,11,180000,12600,25,15,3000,0,0,0,0,0
111,Elin_Elf4,Warrior4_frontline,2,4409,0,1,Warrior4_frontline,233832451,wc_u_orc_warrior,1,3,3,5,3,2,4,1,171000,11520,20,15,3000,0,0,0,0,0
111,Elin_Elf4,Warrior4_frontline,2,4409,0,1,Warrior4_frontline,233832452,wc_u_halfling_warrior,1,3,3,6,3,1,4,4,136800,9720,20,10,3000,0,0,0,0,0
111,Elin_Elf4,Warrior4_frontline,2,4409,0,1,Warrior4_frontline,233832453,wc_u_dragonkin_guardian,3,3,9,3,3,4,4,8,212400,8640,30,30,0,0,0,0,0,0
111,Elin_Elf4,Warrior4_frontline,2,4409,0,1,Warrior4_frontline,233832454,wc_u_elf_mage,3,3,9,3,1,4,6,6,124200,8640,8,30,0,0,0,0,0,0
112,Elin_Elf4,Warrior4_frontline,2,4409,1,0,Warrior4_frontline,234881025,wc_u_human_warrior,2,3,6,2,3,2,3,2,176400,12960,25,15,3000,0,0,0,0,0
112,Elin_Elf4,Warrior4_frontline,2,4409,1,0,Warrior4_frontline,234881026,wc_u_dwarf_warrior,2,3,6,4,3,4,3,9,180000,12600,25,15,3000,0,0,0,0,0
112,Elin_Elf4,Warrior4_frontline,2,4409,1,0,Warrior4_frontline,234881027,wc_u_orc_warrior,1,3,3,5,3,5,3,3,171000,11520,20,15,3000,0,0,0,0,0
112,Elin_Elf4,Warrior4_frontline,2,4409,1,0,Warrior4_frontline,234881028,wc_u_halfling_warrior,1,3,3,6,3,6,3,0,136800,9720,20,10,3000,0,0,0,0,0
112,Elin_Elf4,Warrior4_frontline,2,4409,1,0,Warrior4_frontline,234881029,wc_u_dragonkin_guardian,3,3,9,3,3,3,3,5,212400,8640,30,30,0,0,0,0,0,0
112,Elin_Elf4,Warrior4_frontline,2,4409,1,0,Warrior4_frontline,234881030,wc_u_elf_mage,3,3,9,3,1,3,1,10,124200,8640,8,30,0,0,0,0,0,0
112,Elin_Elf4,Warrior4_frontline,2,4409,1,1,Elin_Elf4,235929601,wc_u_human_guardian,1,3,3,3,3,4,4,7,189000,8640,50,15,0,0,0,0,0,0
112,Elin_Elf4,Warrior4_frontline,2,4409,1,1,Elin_Elf4,235929602,wc_u_orc_guardian,2,3,6,4,3,3,4,11,201600,8100,45,20,0,0,0,0,0,0
112,Elin_Elf4,Warrior4_frontline,2,4409,1,1,Elin_Elf4,235929603,wc_u_elf_rogue,3,3,9,1,3,6,4,1,142200,13320,18,12,0,0,0,2000,0,0
112,Elin_Elf4,Warrior4_frontline,2,4409,1,1,Elin_Elf4,235929604,wc_u_elf_priest,2,3,6,3,2,4,5,4,126000,6300,10,25,0,0,0,2000,0,0
112,Elin_Elf4,Warrior4_frontline,2,4409,1,1,Elin_Elf4,235929605,wc_u_elf_ranger,1,3,3,2,1,5,6,8,120600,10800,10,10,0,0,0,2000,0,0
112,Elin_Elf4,Warrior4_frontline,2,4409,1,1,Elin_Elf4,235929606,wc_u_elf_mage,3,3,9,5,1,2,6,6,124200,8640,8,30,0,0,0,2000,0,0
113,Elin_Elf4,Ranger4_spread,1,1103,0,0,Elin_Elf4,236978177,wc_u_human_guardian,1,1,1,3,3,3,3,4,105000,4800,50,15,0,0,0,0,0,0
113,Elin_Elf4,Ranger4_spread,1,1103,0,0,Elin_Elf4,236978178,wc_u_orc_guardian,2,1,2,4,3,4,3,8,112000,4500,45,20,0,0,0,0,0,0
113,Elin_Elf4,Ranger4_spread,1,1103,0,0,Elin_Elf4,236978179,wc_u_elf_rogue,3,1,3,1,3,1,3,9,79000,7400,18,12,0,0,0,2000,0,0
113,Elin_Elf4,Ranger4_spread,1,1103,0,0,Elin_Elf4,236978180,wc_u_elf_priest,2,1,2,3,2,3,2,7,70000,3500,10,25,0,0,0,2000,0,0
113,Elin_Elf4,Ranger4_spread,1,1103,0,0,Elin_Elf4,236978181,wc_u_elf_ranger,1,1,1,2,1,2,1,0,67000,6000,10,10,0,0,0,2000,0,0
113,Elin_Elf4,Ranger4_spread,1,1103,0,0,Elin_Elf4,236978182,wc_u_elf_mage,3,1,3,5,1,5,1,6,69000,4800,8,30,0,0,0,2000,0,0
113,Elin_Elf4,Ranger4_spread,1,1103,0,1,Ranger4_spread,238026753,wc_u_dragonkin_guardian,3,1,3,3,3,4,4,1,118000,4800,30,45,0,0,0,0,0,0
113,Elin_Elf4,Ranger4_spread,1,1103,0,1,Ranger4_spread,238026754,wc_u_elf_rogue,3,1,3,6,3,1,4,10,79000,7400,18,12,0,0,0,1000,0,0
113,Elin_Elf4,Ranger4_spread,1,1103,0,1,Ranger4_spread,238026755,wc_u_elf_ranger,1,1,1,0,0,7,7,3,67000,6000,10,10,3000,0,0,1000,0,0
113,Elin_Elf4,Ranger4_spread,1,1103,0,1,Ranger4_spread,238026756,wc_u_dwarf_ranger,2,1,2,2,0,5,7,11,76000,6800,20,10,3000,0,0,0,0,0
113,Elin_Elf4,Ranger4_spread,1,1103,0,1,Ranger4_spread,238026757,wc_u_halfling_ranger,1,1,1,5,0,2,7,2,59000,4900,8,10,3000,0,0,0,0,0
113,Elin_Elf4,Ranger4_spread,1,1103,0,1,Ranger4_spread,238026758,wc_u_dragonkin_ranger,2,1,2,7,0,0,7,5,72000,5600,12,40,3000,0,0,0,0,0
114,Elin_Elf4,Ranger4_spread,1,1103,1,0,Ranger4_spread,239075329,wc_u_dragonkin_guardian,3,1,3,3,3,3,3,4,118000,4800,30,45,0,0,0,0,0,0
114,Elin_Elf4,Ranger4_spread,1,1103,1,0,Ranger4_spread,239075330,wc_u_elf_rogue,3,1,3,6,3,6,3,8,79000,7400,18,12,0,0,0,1000,0,0
114,Elin_Elf4,Ranger4_spread,1,1103,1,0,Ranger4_spread,239075331,wc_u_elf_ranger,1,1,1,0,0,0,0,9,67000,6000,10,10,3000,0,0,1000,0,0
114,Elin_Elf4,Ranger4_spread,1,1103,1,0,Ranger4_spread,239075332,wc_u_dwarf_ranger,2,1,2,2,0,2,0,7,76000,6800,20,10,3000,0,0,0,0,0
114,Elin_Elf4,Ranger4_spread,1,1103,1,0,Ranger4_spread,239075333,wc_u_halfling_ranger,1,1,1,5,0,5,0,0,59000,4900,8,10,3000,0,0,0,0,0
114,Elin_Elf4,Ranger4_spread,1,1103,1,0,Ranger4_spread,239075334,wc_u_dragonkin_ranger,2,1,2,7,0,7,0,6,72000,5600,12,40,3000,0,0,0,0,0
114,Elin_Elf4,Ranger4_spread,1,1103,1,1,Elin_Elf4,240123905,wc_u_human_guardian,1,1,1,3,3,4,4,1,105000,4800,50,15,0,0,0,0,0,0
114,Elin_Elf4,Ranger4_spread,1,1103,1,1,Elin_Elf4,240123906,wc_u_orc_guardian,2,1,2,4,3,3,4,10,112000,4500,45,20,0,0,0,0,0,0
114,Elin_Elf4,Ranger4_spread,1,1103,1,1,Elin_Elf4,240123907,wc_u_elf_rogue,3,1,3,1,3,6,4,3,79000,7400,18,12,0,0,0,2000,0,0
114,Elin_Elf4,Ranger4_spread,1,1103,1,1,Elin_Elf4,240123908,wc_u_elf_priest,2,1,2,3,2,4,5,11,70000,3500,10,25,0,0,0,2000,0,0
114,Elin_Elf4,Ranger4_spread,1,1103,1,1,Elin_Elf4,240123909,wc_u_elf_ranger,1,1,1,2,1,5,6,2,67000,6000,10,10,0,0,0,2000,0,0
114,Elin_Elf4,Ranger4_spread,1,1103,1,1,Elin_Elf4,240123910,wc_u_elf_mage,3,1,3,5,1,2,6,5,69000,4800,8,30,0,0,0,2000,0,0
115,Elin_Elf4,Ranger4_spread,1,2207,0,0,Elin_Elf4,241172481,wc_u_human_guardian,1,1,1,3,3,3,3,7,105000,4800,50,15,0,0,0,0,0,0
115,Elin_Elf4,Ranger4_spread,1,2207,0,0,Elin_Elf4,241172482,wc_u_orc_guardian,2,1,2,4,3,4,3,11,112000,4500,45,20,0,0,0,0,0,0
115,Elin_Elf4,Ranger4_spread,1,2207,0,0,Elin_Elf4,241172483,wc_u_elf_rogue,3,1,3,1,3,1,3,5,79000,7400,18,12,0,0,0,2000,0,0
115,Elin_Elf4,Ranger4_spread,1,2207,0,0,Elin_Elf4,241172484,wc_u_elf_priest,2,1,2,3,2,3,2,8,70000,3500,10,25,0,0,0,2000,0,0
115,Elin_Elf4,Ranger4_spread,1,2207,0,0,Elin_Elf4,241172485,wc_u_elf_ranger,1,1,1,2,1,2,1,1,67000,6000,10,10,0,0,0,2000,0,0
115,Elin_Elf4,Ranger4_spread,1,2207,0,0,Elin_Elf4,241172486,wc_u_elf_mage,3,1,3,5,1,5,1,0,69000,4800,8,30,0,0,0,2000,0,0
115,Elin_Elf4,Ranger4_spread,1,2207,0,1,Ranger4_spread,242221057,wc_u_dragonkin_guardian,3,1,3,3,3,4,4,10,118000,4800,30,45,0,0,0,0,0,0
115,Elin_Elf4,Ranger4_spread,1,2207,0,1,Ranger4_spread,242221058,wc_u_elf_rogue,3,1,3,6,3,1,4,6,79000,7400,18,12,0,0,0,1000,0,0
115,Elin_Elf4,Ranger4_spread,1,2207,0,1,Ranger4_spread,242221059,wc_u_elf_ranger,1,1,1,0,0,7,7,2,67000,6000,10,10,3000,0,0,1000,0,0
